city,places name,Rating,distance,category,places description
Surat,Jawaharlal Nehru Garden,4.1,3,Wildlife/Nature,"Jawaharlal Nehru Garden, located in Surat, covers a vast area and was established to honor India's first Prime Minister. The garden features lush greenery, well-maintained landscapes, and various recreational facilities, making it a popular spot for picnics, morning walks, and family outings. It also includes a play area for children, a musical fountain, and vibrant flower beds."
Surat,Hajira Beach,4.1,20,Beaches,"Located at the edge of the Arabian Sea, Hajira is a picturesque town located in the state of Gujarat. This destination is famous for its idyllic beach and is also a transhipment port, owing to its shallow water depths. Along with being a popular recreational destination, Hajira is also famous for its health tourism due to the presence of numerous hot water springs here."
Surat,Sardar Patel Museum,4.2,3,Historical,"Sardar Patel Museum, located in Surat, was established in 1980 to showcase the rich cultural and historical heritage of the region. The museum features a diverse collection of artifacts, including sculptures, coins, textiles, and paintings, highlighting Surat's role in trade, culture, and history. It also houses exhibits dedicated to the life and contributions of Sardar Vallabhbhai Patel."
Surat,Dandi Beach,4.3,28,Historical,"Dandi Beach, located about 25 km from Surat, is historically significant for being the site of the Salt March led by Mahatma Gandhi in 1930. The beach offers a peaceful escape with its scenic coastal views and calm atmosphere, making it ideal for relaxation and photography. Visitors can also explore the nearby Dandi Memorial, which commemorates the Salt March and India’s struggle for independence."
Surat,Tithal Beach,4.3,64,Historical,"Tithal Beach, located a long drive from Surat, is a popular coastal destination known for its serene environment and scenic beauty. The beach is famous for its black sand and peaceful atmosphere, making it ideal for picnics and evening strolls. Tithal Beach is also home to the ancient Shri Swaminarayan Temple, adding a spiritual touch to the coastal experience."
Surat,Swaminarayan Temple,3.1,7,Temple,"Swaminarayan Temple in Surat is dedicated to Lord Swaminarayan wherein Swaminarayan is believed to be the incarnation of Narayana. The temple spans a vast area and is renowned for its intricate architecture, including beautiful carvings and a serene atmosphere. It features a central idol of Lord Swaminarayan along with shrines for other deities, making it a key religious site for devotees and visitors."
Surat,Amaazia Water Park,4.1,4,Wildlife/Nature,"Amaazia Water Park, established in 2016 in Surat, spans 30 acres and offers a wide range of water rides and adventure activities for all ages. Thrill-seekers can enjoy rides like King Cobra and Kamikaze, while families can indulge in attractions like Windigo and Carnival Beach. The park also features an indoor gaming zone, food courts, and relaxing cabanas, making it a perfect destination to beat the summer heat."
Surat,Suvali Beach,4.4,18,Beaches,"Suvali Beach, is a quiet and less commercialized beach known for its peaceful environment and natural beauty. Located a short drive away from the city, the beach offers a serene escape, ideal for leisurely walks and enjoying the sunset. The area is still relatively undeveloped, making it a perfect location for a peaceful day by the sea."
Surat,Snow Park,4.2,7,Wildlife/Nature,"Snow Park is situated inside the Rahulraj Mall in Surat and has a number of snow games and activities. They also have artificial snow fall, sledging cars, DJs and snow sculptures. Especially favourite among kids, it is also a big hit among the adults looking for adventure or just snow fall in plain area."
Surat,Tapi River Front,4,4,Lakes/Rivers,"Enjoy as astounding view of the graceful River Tapi at the Tapi Riverfront. Munch on some delicious locally made snacks, lounge and chat with loved ones or take a stroll along the banks of this beautiful river. Be mesmerised by the glorious sunset or relax under the twinkling night sky; the Tapi Riverfront is a perfect getaway from the monotony of our fast-paced lives."
Surat,Umbhrat Beach,4.2,21,Beaches,"Umbhrat Beach, located near Surat, is a serene coastal destination known for its calm waters and scenic views. Popular for peaceful walks, beach picnics, and water sports, it offers a relaxing escape from the city’s hustle. The beach is surrounded by fishing villages, adding a rustic charm to the experience. It is a less crowded alternative to more commercial beaches in the region."
Surat,Blues Adventure,3.9,6,Wildlife/Nature,"Blues Adventure is a riverfront theme park situated beside Premanand Garden in Surat. The park specializes in water based activities like kayaking, speed boasting etc. Reverberating with thrill, adventure and excitement, the park is one of the kind in the city and remain especially crowded during weekends."
Surat,Bardoli,3.6,30,Historical,"Bardoli, situated 35 kms from Surat, is a town of great political importance for Pre-Independence India. The Swaraj Ashram and Garden, Sardar Patel National Museum and the Khadi workshops are well worth a visit. Then there's the Aitihasik Ambo, a mango tree under which Gandhiji famously declared that he would settle for nothing less than independent home-rule for India."
Surat,Rang Upvan,3.9,3,Wildlife/Nature,"One of the oldest yet most advanced auditoriums of Surat, the Rang Upvan is an open stadium overlooking the magnificent Tapi river. The auditorium hosts many events for varioud schools and colleges like musicals, annual days, ballets, dramas, etc. and is equipped with state-of-the-art sound systems to enhance your experience. Finding parking here is a little difficult, so it is best to use public transport."
Surat,Kabirvad,3.9,73,Beaches,"Kabirvad is a small island in the Bharuch district of Gujarat rumoured to be Saint Kabir’s residence several hundred years ago. Located along the banks of the river Narmada, the island promises you a calm and serene abode underneath the humongous canopy of Banyan trees that Kabirvad is most prominent for."
Surat,"Sri Shirdi Sai Baba Temple, Surat",3.9,11,Temple,"The spiritual and electric vibe of the Shri Shirdi Sai Baba Temple in Surat is a refreshing environment for all the Sai Baba devotees who can not travel up to Shirdi to seek the Baba's blessings. With the gentle fragrance of incense and fresh flowers taking over the atmosphere, the melodious chants of baba revitalise the mind like never before."
Surat,Water Fun Park,3.9,20,Wildlife/Nature,"Also known as Chab Chaba Chab Water Park, Water Fun Park is situated in Hazira Road Surat. The park boasts of several fun filled rides and roller coasters. One of the most famous parks in Surat, it has lockers, changing rooms, parking and food court."
Surat,Neverland Water Park,3.9,7,Wildlife/Nature,Neverland Water Park is situated in the heart of the city of Surat behind M T B College in Kamrej. The park has a plethora of swings and slides and is frequented by localites especially on weekends. It offers a break from the mundane city life with its adventure activities and fun games.
Surat,Floral Park Garden,4.2,6,Wildlife/Nature,"Situated in Athwa in Surat, Floral Garden or Floral Park is a glossy green carpetted garden in the city. Blooming with vibrant flowers, benches, shady trees etc, the park is used to spend leisure time or for morning and evening walks."
Surat,Jyotindra Dave Garden,4.3,5,Wildlife/Nature,"Jyotindra Dave Garden is situated in Adajan in Surat. The garden has a jogging track to facilitate morning and evening walks. In addition to that it has umpteen shady trees, stone benches, play area for kids etc."
Surat,Vrindavan Baug,3.9,7,Wildlife/Nature,"Opened in 1992, Vrindavan Baug is a vast expanse of land covered in glossy green grass and flowering shrubs. The park also facilitates boating, has a water gazebo, play pen, birds cage, walkways, jogging track etc."
Surat,Priya Darshani Indira Gandhi Udhyan,3.9,0,Wildlife/Nature,"Situated in Adarsh Society, Athwa in Surat, Priya Darshani Indira Gandhi Udhyan is one of the most vibrant and green gardens in the city. Loved by the adults and kids alike, the park has a jogging track, benches, play equipment, swings etc."
Surat,Shivaji Park,3.9,3,Wildlife/Nature,"Shivaji Park is another one of the beautiful gardens located in Jamna Nagar in Surat. The park buzzes with activity all day long. In the mornings and evening you will find people going there for walks. There are also meditation and yoga practises, laughing clubs etc. practised in the park."
Surat,Gandhi Baug,4,3,Wildlife/Nature,"Gandhi Baug is another one of the amazing gardens in Chowk Bazar, Surat. The garden has a massive statue of Kavi Narmad. In addition to that it has a nursery, a play pen for kids, play equipment, sparkling fountains, walkways and the like."
Surat,The Great Fun Amusement Park,4.1,8,Wildlife/Nature,The Great Fun Amusement Park is the best place to go to when you are looking for some fun and exciting time with your family and friends. The park is replete with thrilling rides ideal for both kids and adults. It also has an adjoining deer park where you can relax and rewind.
Surat,Fun Funta Fun,3.9,1,Wildlife/Nature,"Fun Funta Fun is one of the top adventure amusement parks in the city. Boasting of a number of exciting rides for both the kids and adults, disney theme decor and cartoons, the park is a big hit among city dwellers."
Surat,Dabhari Beach,4.1,25,Beaches,"Located at a distance of 33 kms from Surat in Gujarat, Dabhari Beach is one of the gorgeous hidden gems of the state. Boasting of impeccable shiny sands, mesmerising views of the sunrise and sunsets, and sheer peace and tranquility, the beach also has a lengthy coastline which is ideal for romantic walks along the shore. The beach is considered ideal for playing sports like cricket and football and you will find several local kids on the shores, enjoying themselves."
Surat,Padamdungari,3.9,71,Wildlife/Nature,"Situated at a distance of about 30 kms from the town of Vyara, and 8 kms from the village of Unnai near Surat in Gujarat, Padamdungari is a beautiful campsite based amidst the Sahyadris by the river Ambika. Blessed with an undulating landscape, the site boasts of several trekking trails, a dense forest close by, and a rich wildlife. The place is known for its river side huts, ideal camping environment and scenic surroundings. It is one of the most popular weekend getaways from Surat."
Vadodara,Laxmi Vilas Palace,4.1,2,Historical,"Laxmi Vilas Palace is one of the most majestic structures in India and was the private residence of Maharaja Sayajirao Gaekwad III. Known to be the largest private dwelling of the size equivalent to four times of the Buckingham Palace, this magnificent palace is a must-visit when in Vadodara."
Vadodara,Sayaji Baug (Kamati Baug),3.4,1,Wildlife/Nature,"Sayaji Gardens, as the name suggests is dedicated to Maharaja Sayajirao Gaekwad III by Maharaja Sayajirao Gaekwad III himself. It is the largest garden in the western region of India with a sprawling 45 hectares of land."
Vadodara,Champaner-Pavagadh Archaeological Park,3.1,41,Historical,"Being included in the elite list of the World Heritage Sites across the globe, this marvelous archaeological park set in the heart of the city of Champaner and amidst the Pavagadh hills is one of the most sought after places in Gujarat."
Vadodara,Ajwa Nimeta Garden,3.9,22,Urban/Modern,"Decked with green manicured lawns and adorned by towering palm trees, the Ajwa Nimeta Garden is the perfect destination to plan your leisurely weekend at. The crowd-puller here is the 100-meter row of perfectly aligned musical fountains that mesmerise us with coordinated water shoots in the background of lively colours. "
Vadodara,Baps Sri Swaminarayan Mandir,3.9,4,Historical,"Adorned with immaculate architecture, flawless design and awe-striking grandeur, the BAPS Sri Swaminarayan Mandir is like the palace of the lord. The tranquil vibe of the temple instils a revitalising and deeply energising calm within you. Right outside the temple is a small and clean eatery that sells mouth-watering Indian delicacies prepared without the use of any onion or garlic."
Vadodara,Vadodara Museum and Picture Gallery,3.4,1,Historical,"Constructed by the Gaekwads in 1894, the Vadodara Museum and Picture Gallery is host to umpteen numbers of relics relating to a wide spectrum of fields right from archeology to geology."
Vadodara,Sursagar Lake,3.9,2,Lakes/Rivers,"Decked with lush greenery on all sides, the Sursagar lake is an example of exemplary architecture and mesmerising beauty. Enjoy paddle-boating in these jade waters and go around the majestic 120-foot statue of Lord Shiva that looks upon the lake."
Vadodara,"Kirti Mandir, Vadodara",3.1,1,Historical,Maharaja Sayajirao Gaekwad III was so powerful and affluent that he had an entire monument built to commemorate the cremation of his family members. This monument was called the Kirti Mandir.
Vadodara,Maharaja Sayajirao University,3.6,1,Historical,"The heart-wrenching separation from the Baroda College of Science in the year 1949, gave birth to one of the most elite institutions in India, the Maharaja Sayajirao University."
Vadodara,EME Temple,3.6,3,Historical,"Short for Electrical and Mechanical Corps, in honour of the people who built the temple, the EME Temples is a symbol of the secularity practised in the Indian Army, the EME Temple in Vadodara is an aluminium-clad abode, constructed at the intersection of ancient and modern."
Vadodara,ISKCON Baroda,4.2,3,Temple,"Spanning over a whopping 2500 ft in the city centre of Baroda, the ISKCON temple has been preserving Vaishnavism for decades now. Seek Lord Krishna's blessings at the Darshan Mandap which is adorned by tasteful traditional art on all sides. Right outside is a pure vegetarian restaurant - Govindas, that serves scrumptious Indian food without using any onion and garlic."
Vadodara,Sardar Patel Planetarium,3.9,1,Urban/Modern,"With awe-striking video clips of space, state-of-the-art sound systems and a curved projection screen that imitates reality, this planetarium plays an hour-long session about the solar system, satellites and astronomical history thrice a day in English and Gujarati. All your curiosities about outer space are waiting to be answered right in Sayaji Baug at the Sardar Patel Planetarium."
Vadodara,Kabirvad,3.9,61,Wildlife/Nature,"An awe-striking grove of banyan trees, Kabirvad, awaits you on the banks of River Narmada. This banyan grove is believed to have sprouted from a measly Datoon, and now spreads over more than 3 kms. Believed to have sheltered the famous poet Kabirdas for many years, this banyan grove holds tremendous religious significance and is ardently worshipped by the locals."
Vadodara,Zarwani Waterfalls,4.2,77,Wildlife/Nature,"At a distance of about 90 km from Vadodara in Gujarat, Zarwani Waterfalls are amongst the most sought natural destinations in India. Huddled deep inside the heart of Shoolpaneshwar Wildlife Sanctuary near the district of Narmada, the perennial and gorgeous Zarwani Waterfalls provide you with an opportunity to trek, picnic, and indulge in wildlife photography."
Vadodara,"Surya Mandir, Vadodara",3.6,2,Temple,"Surya Mandir, Borsad is situated in the town of Borsad in Anand, Gujarat, dedicated primarily to the Sun God. People from all over the world visit the Sun Temple enthusiastically. The history behind this temple is quite of a vague kind, which dictated that the temple is built at the instance of God himself."
Vadodara,Khanderao Market,3.1,2,Urban/Modern,"It pretty much seemed like Maharaja Sayajirao Gaekwad III, just needed a random reason to build an edifice. The Khanderao Market is an extravagant building built under his supervision in 1906 that was a gift to the municipality on the completion of 25 years of his authoritative administration."
Vadodara,Makarpura Palace,3,5,Historical,Makarpura Palace was initially constructed with the motive that it will serve as a summer palace for the royal family of the Gaekwads.
Vadodara,Aurobindo Ashram,3.1,2,Spiritual,"Basically built as a residence to Aurobindo Ghose who was the private secretary to the then Maharaja of Baroda, HH Sayajirao Gaekwad III. Aurobindo Ghose was a multitalented man and during his tenure as a private secretary, he decided to follow his passion of teaching and was the Professor of English and vice-principal of Baroda College."
Vadodara,Nyaya Mandir,3.1,3,Temple,"Nyaya Mandir, translates to 'Temple of Justice' is the District Court of Vadodara city in the state of Gujarat. Situated in the heart of the city, this marvelous piece of architecture was the brainchild of Madras architect Robert Fellowes Chisholm."
Vadodara,Maharaja Fatehsingh Museum,4.2,2,Historical,"Originally built as a school for the Maharaja's children, the Maharaja Fatehsingh Museum now houses a wide range of antiques and art pieces that once belonged to the Maratha royal family. The exhibits range from portraits of the royal family and depictions of Hindu mythologies to flawless marble and bronze sculptures."
Vadodara,Statue of Unity,4.6,76,Historical,"Statue of Unity is a memorial to The Iron Man of India, Sardar Vallabhbhai Patel. The statue has been erected to propagate Sardar Vallabhbhai Patel's vision of India and to inspire the Citizens of India through his patriotism and freedom struggle. The Bronze statue of the founding father of the Republic of India stands 182 metres tall grabbing the attention of the whole world as the 'Tallest statue in the World'. The statue of Unity is Located in Gujrat, by the banks of River Narmada on the River Island of Sadhu Bet overlooking the Narmada Dam (Sardar Sarovar Dam) from 3.2 km away."
Vadodara,Mandvi Gate,4.4,3,Urban/Modern,"Believed to be used to collect tolls from merchants and traders, the Mandvi Gate in Baroda is an important testimonial of the celebrated Mughal era. Resting at the centre of the city, this square-shaped pavilion screams regality with it bold arches on all four sides. The entire structure is illuminated during festivals and is truly a sight to behold."
Vadodara,Nadalay Temple,3.9,3,Temple,"A Vaishnav Hindu Temple dedicated to Shrinathji, the Nandalay Temple is the perfect destressing destination in Baroda. Chanting slow and peaceful hymns in unison with the crowd as the tranquil aura of the temple calms you will revitalise you from within. Be sure to visit during morning or evening aarti and notice the temple's admirable architecture and Shrinathji's beautiful paintings."
Vadodara,Hazira Maqbara,3.9,4,Historical,"Housing the tombs of Qutubbuddin Muhammad Khan- the tutor of Emperor Akbar's son; and his own son Naurang Khan- an influential administrator of Emperor Akbar's dynasty, is the Hazira Maqbara in Baroda. Displaying typical Mughal architecture styles with ostentatious arches and octagonal platforms, the real graves are inside an underground chamber while the replicas are in the tomb."
Vadodara,Hathni Waterfalls,3.9,59,Lakes/Rivers,"Jambughoda is home to one of the most breathtaking and magnificent waterfalls you can visit in the Indian subcontinent. About a 100 metres in length and flowing with rich greenery, Hathni Waterfalls are surrounded by a variety of beautiful flora and fauna. If you find the peaceful sound of flowing water from streams and falls incredibly relaxing, then this is the spot for you."
Vadodara,Navratri Festival,3,0,Spiritual,"You just cannot come to Baroda and miss out on its most extravagant festival - Navratri. Vadodara is considered the cultural capital of Gujarat, and the most sought after location for celebrating Navratri."
Vadodara,Thol Bird Sanctuary,4.3,122,Wildlife/Nature,"Thol Bird Sanctuary is an ecologically rich bird reserve located on Thol lake in the Mehsana district of Gujarat. It is nestled amidst dense deciduous vegetation and is one of the most popular places for bird-viewing in the state. The sanctuary welcomes vast varieties of endemic as well as migratory birds such as pelicans, flamingoes and mallards, which inhabit the area every year. The Thol lake augments the serenity of the sanctuary, making it a hotspot for nature lovers."
Vadodara,Sardar Patel Zoological Park,4.4,72,Wildlife/Nature,"Sardar Patel Zoological Park is a newly inaugurated zoo situated in Kevadia, a town in the Narmada district of Gujarat. Located in the vicinity of the majestic Statue of Unity, this tremendous establishment hosts about 170 different species of wildlife from all across the globe, is home to a wide range of plant life and has a breathtaking aviary inhabited by endemic as well as foreign varieties of birds. The Royal Bengal Tigers, Zebras, Leopards etc. are only a few examples of wild animals one can explore here."
